id	doi	title	section_id	section_title	sentence_id	sentence	year	volume	label
10.1002/asi.24288-4-030	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	30	"Understanding that the use of information is a process that the user starts before using , continues through the experience itself , and ends with the value obtained at the end of use—the willingness to invest in improving the process will increase ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-031	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	31	"Teachers , educators , information system architects , designers , authors , and anyone who communicates information can invest in all stages of the process , not only in the information itself or in the container that presents it , such as the interface or the pages of the book ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-032	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	32	"It is worth mentioning that H2a , which compares value perception before and after consumption , has a p‐value of .046 while H2b , which compares value perception before and after production , has a p‐value of .000 ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-033	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	33	"This emphasizes the effect of the production experience , which is described in the following paragraph ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-034	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	34	Taking an in‐depth look at the impact of the production process on value perception offers some innovative insights .	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-4-035	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	35	"Hypotheses H1 , H3a , and H3b compare the influence of producing information versus consuming information ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-036	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	36	H1 compares value perception before consumption or production .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-037	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	37	"Surprisingly , the difference in subjective value was not statistically significant ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-038	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	38	"According to the literature , the locus of ownership influences WTP and WTA ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-039	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	39	WTP is lower than WTA for various market goods as well as for information goods .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-040	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	40	"However , when it comes to value measurement , the Endowment Effect ( Kahneman et al. , 1991 ; Raban & Rafaeli , 2006 ) does not distinguish between property in possession and self‐made property ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-041	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	41	The effect of creating the information blurs the distinction between consumers and producers prior to the interaction with the information .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-042	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	42	"Users do not evaluate their future creation , probably due to a lack of knowledge or experience in producing information in general or in the domain of expertise in particular ( Web Accessibility in the experiments in this research ) ."	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-4-043	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	43	"On the other hand , H3a compares value perception postconsumption and production ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-044	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	44	"After the experience , there is a statistically significant difference between WTA and WTP ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-045	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	45	"In addition , producers evaluate their creation significantly higher , compared with consumers who experience the same information good ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-046	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	46	"The current study applies the Ikea Effect theory from the physical world , by examining the production of information goods ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-047	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	47	"Moreover , the current study measured WTA and WTP before and after experience by independent groups ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-048	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	48	"The results show that the experience of producing increased a positive attitude to the final production , which led to a higher evaluation compared with the effect of consumption ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-049	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	49	"In addition , the current research defines the process of information goods production in a structured , circular conceptual model : specification , design , implementation , validation , and evolution , and follows these steps through the process of production in an online information‐based experiment interface ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-050	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	50	Implementing a structured circular process highlights three characteristics of information products as follows .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-051	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	51	"The first characteristic of information is the value‐added process ( Benkler , 2006 ; Levitan , 1982 ) , since information goods are derived from information resources ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-052	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	52	The output of each step in the circular conceptual model is the input of the next step in the production process .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-053	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	53	"Similarly , the information product created after completing the five steps of the production conceptual model is the beginning of a new process of a new information product ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-4-054	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	54	"The second characteristic of information product is its subjective value , described before ( Raban , 2007 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-055	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	55	The process of producing information is defined as structured and uniform .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-056	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	56	"Participants created information based on this process , in experiments throughout this research ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-057	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	57	"However , as opposed to the structured process of information creation , the value of information is subjective and varies from person to person ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-058	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	58	"The subjective , personal value , which is different from one to the other , is revealed in full force in light of the same process that the people underwent in creating a presentation that also dealt with a uniform subject for everyone—Web Accessibility ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-059	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	59	The third characteristic of information product is personalization and adaptation .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-060	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	60	"The conceptual process includes steps for defining audience and goals , which lead to the ability to customize information and adapt it to different consumers ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-4-061	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	61	All experiments in this research implemented the five‐steps process for formal information production .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-062	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	62	"Hence , formal information goods , such as a book , a presentation , and an academic article , require following the five steps in the production process , including updating and maintaining the information product ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-063	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	63	H3b compared change in value perception between consumers and producers before and after the use of information .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-064	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	64	"In order to answer this question , two experimental approaches were applied ."	2020	"Volume71, Issue6"	ResearchQuestion
10.1002/asi.24288-4-065	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	65	"In the first approach , value perception was measured both before and after experience and the delta between the values was calculated per participant ( repeated measures ) ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-066	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	66	"In the second approach , value perception was measured before experience in one group , and after experience in another , independent , group ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-067	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	67	Both experimental approaches revealed similar results : change in value between before and after information experience is greater for producers .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-068	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	68	The “ Ikea Effect ” for information goods shows that production positively affects value perception .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-4-069	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	69	"Moreover , these findings support the endowment effect by illustrating Buckland 's ( 1991 ) information‐as‐thing : “ I produced it ” causes perception of “ I value it more , ” like an IKEA product ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-4-070	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	4	Discussion	70	"Hence , experience matters and , moreover , production experience matters ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-5-001	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	1	"The main limitation in the current study is that the research method was an experiment , a method usually criticized in terms of external validity ."	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-5-002	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	2	"Although we tried to reduce interruptions and keep the interface clean , it is not possible to know for certain that there were no effects by other factors than the experience itself ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-5-003	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	3	"We assume that if external factors had an influence , on average they would influence participants from all groups to a similar level ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-5-004	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	4	Another limitation is the fact that one specific type of stimuli was selected and tested—a presentation regarding Web Accessibility .	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-5-005	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	5	"While the content is likely to influence value perceptions , the focus in this study was twofold : first the focus is on information experiences—the comparison between production and consumption ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-5-006	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	6	We show this difference through the size of the disparity before and after experience .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-5-007	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	7	The disparity is larger for production .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-5-008	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	8	"The second focus of the study was the definition of the production process for formal information goods , a definition that is structured into the method ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-5-009	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	5	Limitations	9	"It is important to note that the information disclosed to both producers and consumers was identical , as were the scenarios and the requests for bids and the bidding mechanism ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-6-001	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	1	A further study is required to stretch the intensity of information experience .	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-6-002	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	2	"In social networks , individuals ' cognition and behavior may vary depending on the degree of familiarity of the surrounding network ( Sohn , 2014 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-6-003	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	3	This raises a question : Will consumption or production in groups of peers affect value perception ?	2020	"Volume71, Issue6"	other
10.1002/asi.24288-6-004	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	4	Further research is required to analyze the boundaries of value perception in collaborative experiences .	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-6-005	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	5	"Value perception may not be directly proportional to the actual quality of the information good , as a result of information consumption or production in a massive experience and use of the information ."	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-6-006	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	6	"Following the same logic as consuming versus producing , future research may explore situations of granting versus gaining access to information , sharing information versus accepting shared information ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-6-007	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	7	This research focused on formal information goods .	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-6-008	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	8	"The production process of such goods was defined and examined , which opens research questions about additional formal information goods such as articles , books , and so on ."	2020	"Volume71, Issue6"	ResearchQuestion
10.1002/asi.24288-6-009	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	9	"In addition , it is suggested to examine the production process model for informal information goods , such as reviews , posts , tweets , and comments ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-6-010	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	6	Future Work	10	"Moreover , further research may examine different groups of participants ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-001	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	1	The present study places the features of information goods in focus and examines how the use of information affects its value assessment .	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-002	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	2	Information needs to be experienced in order to reveal its value .	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-7-003	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	3	"An information product is intangible , easy and cheap to copy and distribute , and its ownership is prevailed by access ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-004	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	4	It is therefore far from obvious that information goods would display value assessments similar to those of physical goods tested by Norton et al .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-005	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	5	( 2012 ) .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-006	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	6	"The findings of this study emphasize the experiential aspect of information and the effect of the process that a person undergoes during the use of the information , on its value perception ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-007	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	7	"In a set of six experiments , WTP by consumers and WTA by producers were measured before and after consumption and production of information ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-008	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	8	The results show that the value of information is dynamic .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-7-009	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	9	Postexperience value perception is higher than preexperience .	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-7-010	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	10	"In addition , the change in value perception in a production scenario is larger than by consuming information ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24288-7-011	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	11	The meaning is that the “ Ikea Effect ” for information goods shows that labor put into the production process for intangible goods is translated to perceived value of information .	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-012	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	12	"This study offers a window toward the practical design of new information products , and eventually information markets ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-013	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	13	"In such products and markets the borders between reading and writing , listening and composing , watching and film‐editing will blur by design in order to cater to the enhanced value possible by mixing experiences ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-014	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	14	"Teachers and students , managers and employees , parents and children—all consume and produce information on a daily basis ."	2020	"Volume71, Issue6"	other
10.1002/asi.24288-7-015	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	15	The impact of consumption and production of information on value perception enables the planning of the use of information according to purpose of the information .	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-016	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	16	"Information systems mostly offer opportunities to produce informal information , such as comments and content reviews ."	2020	"Volume71, Issue6"	ResearchProspect
10.1002/asi.24288-7-017	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	17	"This study , while emphasizing the subjectivity and dynamism of information evaluation and the effects of information production experience , suggests designing platforms for the production of formal information ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-018	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	18	"Managers can provide tools for creating information as part of organizational methods , for employees to better appreciate the organizational information ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-019	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	19	Teachers and parents can accompany information creation processes with students and children to gain more benefit from the experience .	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24288-7-020	10.1002/asi.24288	Hands on: Information Experiences as Sources of Value	7	Conclusion	20	"In addition , cultural heritage institutions , governments , and other nonprofits can improve customization of information goods for people following the five steps of information production ."	2020	"Volume71, Issue6"	conclusion
10.1002/asi.24289-1-001	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	1	Semantic relatedness and similarity are measurements between two words .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-002	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	2	"When we discuss the measurement issue , note that the definitions of semantic relatedness and similarity are slightly different ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-003	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	3	"Semantic relatedness measures the relatedness between two words , such as car and tire : every car has tires , thus there is a strong connection between them ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-004	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	4	"However , it is clearly that the shape and usage of car is very different from tire ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-005	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	5	"Semantic similarity measures how similar two words are , such as car and jeep : their shape and usage are similar in some degree ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-006	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	6	"In this study , we use the term semantic relatedness to refer to the two concepts if there is no strong need to distinguish between them ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-007	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	7	"The study of semantic relatedness crosses multiple domains , including computational linguistics ( for instance , Budanitsky & Hirst , 2006 ) , psychology ( for instance , Razran , 1949 ; Thompson‐Schill , Kurtz , & Gabrieli , 1998 ) , and information theory ( for instance , Lin and others , 1998 ; Resnik , 1995 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-008	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	8	"In psychology , researchers focus on analyzing the impact of semantic relatedness on human psychology , whereas the study in information theory and computational linguistics focuses on the computation of the semantic relatedness ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24289-1-009	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	9	"Recently , measurement of semantic relatedness has been used as a basic component in many natural language‐processing applications ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-010	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	10	"For example , in word sense disambiguation , one approach is to compute the relatedness between the semantics of a center word with its context , and select the semantics with the summation of the top relatedness scores ( Sussna , 1993 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-011	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	11	"In named entity disambiguation , semantic relatedness can be used to compute candidate entity scores ( Guo & Barbosa , 2018 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-012	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	12	"In information retrieval , one way to utilize the semantic relatedness is to expand the index terms with semantically related words ( Cohen & Kjeldsen , 1987 ; Diaz , Mitra , & Craswell , 2016 ; Rada & Bicknell , 1989 ; Roy , Paul , Mitra , & Garain , ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-013	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	13	Another way is to compute the summations of semantic relatedness between the query and documents to determine which document is most related to the query .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-014	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	14	"In speech recognition , semantic relatedness can be applied for rescoring of N‐best lists ( Pucher , 2007 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-015	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	15	"In sentiment classification , semantic relatedness can be used as weights for aspect memory ( Zhu & Qian , 2018 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-016	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	16	"Since the accuracy of the semantic relatedness measurement may have great impact on the aforementioned applications , how to compute the semantic relatedness accurately is a crucial task ."	2020	"Volume71, Issue6"	ResearchQuestion
10.1002/asi.24289-1-017	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	17	"In the past , many researches utilized the information within the lexical databases to compute semantic relatedness ( for instance , Budanitsky & Hirst , 2006 ; Resnik , 1995 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-018	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	18	"Among the lexical databases , WordNet and Wiktionary are two well‐structured databases that provide senses of each word ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24289-1-019	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	19	"For a long time , WordNet has played an important role in semantic relatedness research ( Meng , Huang , & Gu , 2013 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-020	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	20	"In WordNet , a synset contains all the words of the same sense and has its unique definition ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-021	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	21	"However , the path length between two synsets can not reflect its true semantic relatedness ( for instance , many synset pairs have the same path distance , but different human rated relatedness scores ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-022	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	22	"To overcome this drawback , Yoshua Bengio et al ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-023	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	23	"( 2003 ) proposed a neural probabilistic neural language model to learn the representation of words ( Bengio , Ducharme , Vincent , & Jauvin , 2003 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-024	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	24	"Recently , many researchers proposed various word embedding models and showed the effectiveness of utilizing word embedding models for semantic relatedness research and to deal with problems in statistical language modeling such as dimensionality and sparsity ( dense vectors ) ( for instance , Bruni , Tran , & Baroni , 2014 ; Luong , Socher , & Manning , 2013 ; Yih & Qazvinian , 2012 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-025	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	25	"Among the recently proposed word embedding models , word2vec ( Mikolov , Chen , Corrado , & Dean , 2013 ) and GloVe ( Pennington , Socher , & Manning , 2014 ) have been widely adopted by many researchers ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-026	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	26	"In general , a well‐trained word embedding maps the words in its vocabulary to their corresponding dense vectors ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-027	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	27	The embedding may have different linear properties determined by its background algorithms .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-028	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	28	"For example , in word2vec , let v i be the corresponding word vector of word i ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-029	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	29	Then the resulting vector of v king + v man ? v queen is closest to v woman .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-030	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	30	"In this research , we propose three approaches to compute semantic relatedness ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-031	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	31	"In the first approach , we identify the normal and abnormal dimensions in GloVe ( Pennington et al. , 2014 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-032	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	32	Since some dimensions in the GloVe model have different numerical distributions contrary to other normal dimensions ( we use the term normal in this study to represent that the distribution closed to normal distribution with zero mean ; the criteria to distinguish between normal dimensions and abnormal dimensions will be introduced later in Approach One ) .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-033	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	33	"We then introduce four methods to transform those abnormal dimensions , including dimension removal , offset transformation , uniform transformation , and harmonic series transformation ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-034	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	34	We use the term transformation in this study because our proposed Approach One does not rely on other ontologies or databases .	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-035	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	35	"In contrast , the term retrofitting is to utilize linguistic ontologies or databases to transform the word embedding ( with external resource ) ( Faruqui et al. , 2015 ) ."	2020	"Volume71, Issue6"	other
10.1002/asi.24289-1-036	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	36	"Experimentally , we show that transformation of the abnormal dimensions into normal ones can boost the performance in the word similarity tasks ."	2020	"Volume71, Issue6"	ResearchResult
10.1002/asi.24289-1-037	10.1002/asi.24289	Combining and learning word embedding with WordNet for semantic relatedness and similarity measurement	1	Introduction	37	The second approach linearly combines the path information contained in WordNet with word embedding .	2020	"Volume71, Issue6"	other
